# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.921199056073326,5.013014812354411,-179.77858107724097,0,3.0,0.9321224142648392,0.0,0.0,0.0
 0.07923806294627671,1.911781120469576,5.012978416662536,-179.77858107724097,0.23771418883883014,3.0,0.9321224142648392,0.0,15.709805407856546,0.0
 0.11020364840801256,1.9029825317791529,5.01286970565991,-179.29211775529677,0.33061094522403767,2.9999999999999996,1.1391568763932685,0.0,24.669505119689273,0.0
 0.1326726816622179,1.894798723423895,5.012689393456037,-178.73781782439767,0.39801804498665366,2.9999999999999973,1.4116524727118531,0.0,35.735273826404125,0.0
 0.1505120593251012,1.887225128825641,5.012438194160418,-178.10032277872187,0.4515361779753036,3.000000000000003,1.7773706520632107,0.0,50.15468379392982,0.0
 0.16528674040529456,1.8802571814062288,5.012116821882556,-177.35930332098863,0.4926946358591068,2.7857425592068696,2.2793169637477417,0.0,64.58408406997657,0.0
 0.17878861698130116,1.8738903145874966,5.011725990731952,-176.48729698910137,0.45218900613108703,-2.999999999999996,2.986336303746585,0.0,77.70351548535868,0.0
 0.1921852977400235,1.8681199617912834,5.01126641481811,-175.44632779831358,0.41199896385492,-3.000000000000002,4.012887649980039,0.0,95.20285628368934,0.0
 0.20546101243443018,1.862941556439427,5.010738808250529,-174.18244184019875,0.3721718197716999,-3.000000000000004,5.5578023374678045,0.0,119.22417511263953,0.0
 0.2185951882651873,1.8583505319537652,5.010143885138714,-172.61653056099235,0.33276929227942853,-2.999999999999998,7.98461252724533,0.0,153.34982209297138,0.0
 0.23156092447298765,1.8543423217561372,5.009482359592165,-170.62823722022176,0.2938720836560275,-3.0,11.99889744480841,0.0,203.86970977212042,0.0
 0.24432353182656857,1.8509123592683805,5.008754945720387,-168.02632816311169,0.25558426159528475,-3.0,19.067960662643653,0.0,282.4165328746797,0.0
 0.256840873137249,1.848056077912334,5.00796235763288,-164.49122402934032,0.21803223766324334,-3.0000000000000067,32.48475064124157,0.0,411.4926139303767,0.0
 0.2690725047663582,1.8457689111098354,5.0071053094391464,-159.4579979576447,0.1813373427759158,-3.000000000000002,60.17819965283034,0.0,634.4557651429385,0.0
 0.2810259144937765,1.8440462922827239,5.0061845152486875,-151.87408824296847,0.14547711359366075,-3.000000000000007,121.38366984368824,0.0,1014.4989541006044,0.0
 0.2929648653744626,1.8428836548528365,5.005200689171007,-139.76203506145396,0.10966026095160246,-3.0000000000000036,249.47251465031323,0.0,1587.3656875309046,0.0
 0.305330943136168,1.8422764322420129,5.004154545315607,-120.13254753318384,0.08597197107351874,-1.9155863592771782,405.8891918490691,0.0,2154.2376923170955,0.0
 0.317966142087908,1.8422200578720904,5.003046797791989,-92.91332570142,0.08959804948008732,0.28698229607767406,373.70090026082306,0.0,2119.6955075855763,0.0
 0.3300704121243053,1.8427099651649073,5.001878160709654,-67.25595888266594,0.11977777842535216,2.4933125958455147,209.1070846620881,0.0,1477.971518996863,0.0
 0.34175558628438085,1.8437415875423024,5.000649348178107,-49.98560427955622,0.15483330090557873,2.9999999999999987,101.58786487488356,0.0,900.0773863658258,0.0
 0.3535243313277351,1.8453103584261137,4.999361074306846,-39.392823000128175,0.1901395360356414,2.999999999999998,51.889036335956895,0.0,561.3332610158969,0.0
 0.36551704480128683,1.8474117112381796,4.998014053205377,-32.66091403759009,0.2261176764562967,3.000000000000007,28.939845250810862,0.0,372.3904380496798,0.0
 0.3777145250819868,1.8500410794003381,4.996608998983201,-28.11868901275791,0.26271011729839666,3.000000000000009,17.488919811302196,0.0,261.8177321428635,0.0
 0.39007186962062607,1.8531938963344279,4.99514662574982,-24.88331709034337,0.29978215091431454,3.0,11.285591115546108,0.0,193.0525455999126,0.0
 0.4025476852986832,1.856865595462287,4.993627647614735,-22.474829115259144,0.33720959794848593,3.0000000000000044,7.676368863067023,0.0,147.87089666189533,0.0
 0.41510896767583,1.861051610205754,4.99205277868745,-20.61738102692718,0.3748934450799264,3.0,5.448156710898217,0.0,116.777919806256,0.0
 0.4277303886874136,1.8657473739866666,4.990422733077464,-19.14347773619547,0.41275770811467716,3.0,4.0034764075424,0.0,94.54244199529981,0.0
 0.4403926336117597,1.8709483202268633,4.988738224894283,-17.946358179905204,0.4507444428877155,3.0000000000000044,3.0278854290297246,0.0,78.12500669782823,0.0
 0.4530808921095629,1.876649882348183,4.986999968247408,-16.95508789978055,0.4888092183811252,2.9999999999999956,2.3461656059204947,0.0,65.67427156056618,0.0
 0.4657836923006831,1.8828474937724633,4.98520867724634,-16.12084075044931,0.5269176189544857,3.0,1.8557812713282211,0.0,56.015336933079325,0.0
 0.47849204317664845,1.8895365879215429,4.983365066000581,-15.40897819426832,0.5650426715823818,3.0,1.4941536343594441,0.0,48.37560700641571,0.0
 0.4911988125040965,1.8967125982172595,4.981469848619635,-14.794280514962512,0.603162979564726,3.0,1.2216775559594302,0.0,42.23111215653727,0.0
 0.50389827539618,1.9043709580814523,4.9795237392130005,-14.257968073239152,0.6412613682409767,3.0000000000000133,1.01248295269485,0.0,37.216802567700185,0.0
 0.5165857845431844,1.9125071009359584,4.977527451890184,-13.785779550239202,0.6793238956819896,2.999999999999991,0.8491970997976153,0.0,33.072267769886274,0.0
 0.5292575270215811,1.9211164602026172,4.975481700760686,-13.36669628988262,0.71733912311718,3.000000000000009,0.7198650775163266,0.0,29.607827123774626,0.0
